Utterance,Emotion,label
"Oh, in that case——Yay!  That was me hopping on board.",joy,1
Oh.,joy,1
"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",joy,1
"Wow, Monica! What an amazing opportunity to influence… dozens of people.",joy,1
Yay!!,joy,1
Yay!!,joy,1
"Oh, in that case——Yay!  That was me hopping on board.",joy,1
"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",joy,1
"Wow, Monica! What an amazing opportunity to influence… dozens of people.",joy,1
Oh.,joy,1
"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",joy,1
"I know you can’t stand to be in the same room as me, so I just thought I’d try and apologize over the phone.",sadness,0
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",joy,1
"Umm, I think he’s still out. What’s wrong?",joy,1
"Hey, y’know what nickname never caught on? The Ross-A-Tron!",joy,1
"Hey, y’know what nickname never caught on? The Ross-A-Tron!",joy,1
Hey!,joy,1
Hey!,joy,1
Oh! Here’s Joseph Francis!,joy,1
"Ooh, nice.",joy,1
There’s one thing missing.,sadness,0
"I want to become the Ultimate Fighting Champion! It’s the most intense physical competition in the world, it’s banned in 49 states!",joy,1
And I suppose you used a ring designer for that.,joy,1
"Monica, I want you there in the front row when I win.",joy,1
I want you close enough to smell the blood.,joy,1
I’m the ruptured spleen.,sadness,0
Why would you do that?,joy,1
Because you shouldn’t be with him.  You should be with me.,sadness,0
"When you were talking about Roger, that was killing me!",sadness,0
"I know you probably don’t want to go out with me, y’know because I make too many jokes and I’ve never been in a serious relationship and I guess I’m not technically a ""doctor…""",sadness,0
Oh yeah.,joy,1
Hey!,joy,1
Welcome back!,joy,1
Hey!  Can we pick up where we left off?,joy,1
Our sex.,joy,1
"Well yeah, I lied before.",sadness,0
Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby!,joy,1
Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby!,joy,1
"Oh, come on!",joy,1
"Okay, see ya!",joy,1
"Okay, see ya!",joy,1
Bye-bye,joy,1
Bye-bye,joy,1
"I-I can’t believe Jill’s gone.  I can’t help it, I opened a gate.",sadness,0
"How about, you’re moving!!",joy,1
Great! Monica’s moving!,joy,1
Great! Monica’s moving!,joy,1
"Oh great!  Wow! Yeah, it’s comfortable.",joy,1
"Cause all I ever get to do now is pregnant stuff, it just bums me out.",sadness,0
"Cause all I ever get to do now is pregnant stuff, it just bums me out.",sadness,0
"See, didn't I tell you?! You're getting over Ross already!",joy,1
"See, didn't I tell you?! You're getting over Ross already!",joy,1
Get out!,joy,1
That is so sweet!,joy,1
That is so sweet!,joy,1
"Yeah, it must’ve fallen out a few blocks back. I just figured we hit a dog.",joy,1
"Listen uh, could you put Kathy on, I wanna apologize.",sadness,0
I must say it's nice to see you back on your feet.,joy,1
I spelled out boobies.,joy,1
"Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes!",joy,1
"That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight.",joy,1
I am selling cookies by the case.,joy,1
They call me: 'Cookie Dude!',joy,1
Me! On my computer.,joy,1
I spelled out boobies.,joy,1
No.,sadness,0
You gotta help me out with a couple more boxes!,sadness,0
Oh God!,sadness,0
No.,sadness,0
You gotta help me out with a couple more boxes!,sadness,0
Oh God!,sadness,0
"Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes!",joy,1
"That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight.",joy,1
I am selling cookies by the case.,joy,1
They call me: 'Cookie Dude!',joy,1
"Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes!",joy,1
"That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight.",joy,1
I am selling cookies by the case.,joy,1
They call me: 'Cookie Dude!',joy,1
Thread!,joy,1
Score! Where are the disposable cameras?,joy,1
What disposable cameras?,sadness,0
No. Sorry man.,sadness,0
Ohh! It’s so nice to meet you.  Hello.,joy,1
"This-this, no, oh no, no-no-no, this is not—that’s-that’s not what it is.",joy,1
Yes!,joy,1
Ohh! It’s so nice to meet you.  Hello.,joy,1
"This-this, no, oh no, no-no-no, this is not—that’s-that’s not what it is.",joy,1
Yes!,joy,1
"This-this, no, oh no, no-no-no, this is not—that’s-that’s not what it is.",joy,1
Lean lean lean,joy,1
"Wait a minute, I-I believe I’m entitled to use my Angel Pass for a free turn?",joy,1
Y’know what? You’re just upset because you’re losing.,joy,1
This game is kinda fun.,joy,1
"Wait a minute, I-I believe I’m entitled to use my Angel Pass for a free turn?",joy,1
"Okay, you picked the Gimmie card! You get all of Ross’s points!",joy,1
"Okay, you picked the Gimmie card! You get all of Ross’s points!",joy,1
Very funny Ross!,joy,1
"Get in there man! Flirt back, mix it up!",joy,1
"Yeah, I-I-I'm down with that.",joy,1
She's waving me over.,joy,1
"Okay, I-I-I'll be right over.",joy,1
"Oh honey, I'm so sorry, you were right, this feels great!",joy,1
Gone! I mean its amazing Pheebs. I feel so free and so graceful.  Hey! Look out for the horse! Sorry!,joy,1
"Oh come on guys, it’s not like I moved to Europe! I just moved across the hall! And",joy,1
Shoot! We’re out of soda.,sadness,0
"Well, umm, my Mom’s friend, Phoebe, is actually my birth Mom.",sadness,0
"No. I’m just, I wanna, I need to be alone.",sadness,0
Monica!,sadness,0
"Oh, my new Mom, who-who’s a big, fat abandoner!",sadness,0
"No. I’m just, I wanna, I need to be alone.",sadness,0
Monica!,sadness,0
"Oh, my new Mom, who-who’s a big, fat abandoner!",sadness,0
"No. I’m just, I wanna, I need to be alone.",sadness,0
Monica!,sadness,0
Open it! Open it! Open it!,joy,1
Yeah baby!,joy,1
Yeah baby!,joy,1
So we never got to hear about your wedding!,joy,1
Hey!,joy,1
Hey!,joy,1
Sure!,joy,1
"Well, I can't give you a massage, because my licence has been    revoked again!",sadness,0
Hey!,joy,1
Hi!,joy,1
Sure!,joy,1
I'd love to!,joy,1
"Well, I can't give you a massage, because my licence has been    revoked again!",sadness,0
Hi!,joy,1
I'd love to!,joy,1
Have I got a surprise for you? Pack your bags!,joy,1
"I know, it is isn’t it?",joy,1
"No, I mean it, this feels really good. Is it a hundred percent cotton?",joy,1
"Yeah! And I got it on sale, too.",joy,1
"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend.",joy,1
Wh,joy,1
"I’m sorry. Dr. Green, Mona. Mona, Dr. Green.",joy,1
"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend.",joy,1
"""Oh, Chandler, now, now, that's it. There, faster!""",joy,1
"""Oh, Chandler, now, now, that's it. There, faster!""",joy,1
We won. We won!,joy,1
"Oh, I'm sorry.",sadness,0
I'm free! I'm free!,joy,1
"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",sadness,0
"No, I gotta wear this thing for a couple weeks.",joy,1
Nooo. I had a story all worked out but then Chandler sold me out.,sadness,0
"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",joy,1
Nooo. I had a story all worked out but then Chandler sold me out.,sadness,0
"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",joy,1
"Aww, is it broken?",sadness,0
"Aww, is it broken?",sadness,0
"No, I gotta wear this thing for a couple weeks.",joy,1
"That is so weird, because every time I go to the dentist, I look down the hygienist’s blouse.",joy,1
"No, no, it’s just my tooth.",sadness,0
"That is so weird, because every time I go to the dentist, I look down the hygienist’s blouse.",joy,1
"Yes, while I was in the chair!",sadness,0
"Yes, while I was in the chair!",sadness,0
"Well tell that to them. Oh! You can’t, their dead.",sadness,0
"Yes, while I was in the chair!",sadness,0
It was dreadful. I felt terrible about how I acted when you said those wonderful things.,sadness,0
"No, no, that-that, that’s all right. Umm, I’m just glad you called.",joy,1
"Ross umm, there’s something that I’ve got to tell you, there’s-there’s someone else.",joy,1
Does that mean the same thing in England as it does in America?,sadness,0
You know what? I'm not gonna be able to enjoy this.,sadness,0
"Yeah, I know, it's my birthday. We all should be here.",sadness,0
"Yeah, I know, it's my birthday. We all should be here.",sadness,0
"Okay, Elizabeth Hurely....",joy,1
And!! Isabella Rosselini.,joy,1
"Ooh-hoo. Very hot, very sexy. But ah, y'know she’s too international, y'know she’s never gonna be around.",joy,1
"Ooh-hoo. Very hot, very sexy. But ah, y'know she’s too international, y'know she’s never gonna be around.",joy,1
Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?,sadness,0
Oh. Look at you making up crap for me. Oh God!,sadness,0
Oh. Look at you making up crap for me. Oh God!,sadness,0
Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,sadness,0
"He's right there, he's got the blue jacket on, I... can I j-just...",sadness,0
"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",sadness,0
I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,sadness,0
I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,sadness,0
It doesn’t matter because nothing beats a three and a six.,joy,1
Double it!,joy,1
Oh come on! Here we go!  Stand by for mission countdown!,joy,1
Oh come on! Here we go!  Stand by for mission countdown!,joy,1
What?,sadness,0
"Nothing, nothing.",joy,1
"Aaaah, what's wrong, c'mon.",joy,1
"It's, I mean, it's nothing, I'm fine.",sadness,0
It's my friends.,sadness,0
They-they have a liking problem with you.,sadness,0
"In that, um, they don't.",sadness,0
But they don't see all the wonderfulness that I see.,joy,1
They don't see all the good stuff and all the sweet stuff.,sadness,0
They just think you're a little...,joy,1
"Good, and hey! My treat.  But that's only because you're not eating anything, right?",joy,1
I can’t believe we’re here.,joy,1
We just want to be together.,joy,1
We just want to be together.,joy,1
Yes!,joy,1
Oh God I'm sorry!,joy,1
"Oh God, I'm sorry!",joy,1
Hey Pheebs!,joy,1
Hey!,joy,1
Check it out.  How much of a man am I?!,joy,1
I can’t do this.,sadness,0
"Yep. Yep, that’s what I didn’t want to know.",sadness,0
"Well, oh, Mark, I’m doing this for the wrong reasons, y'know?",sadness,0
I’m just doing it to get back at Ross.,sadness,0
"I’m sorry, it’s not very fair to you.",sadness,0
"Fair, shmair",sadness,0
Oh God. I’m sorry about this.,sadness,0
You sure?,joy,1
Here she is! Future fashion superstar!,joy,1
My little sister Dina!,joy,1
Y’know it wouldn’t kill ya to respect your wife’s privacy!,joy,1
Y’know it wouldn’t kill ya to respect your wife’s privacy!,joy,1
"Well, maybe we will.  Oh!",joy,1
"No, come on don’t start.  Ouch!",joy,1
What?,sadness,0
Stupid balls are in the way.,sadness,0
"Oh, Ross you’re right, I don’t know why I always thought this was real grass.",sadness,0
"Hey, are you okay?",joy,1
"Hey, are you okay?",joy,1
My wife’s a lesbian.,sadness,0
My wife’s a lesbian.,sadness,0
Cool!!,joy,1
"Ross, Joey. Joey, Ross.",sadness,0
Hey! Where ‘ya headin’ in those pants? 1982?,joy,1
It’d take forever to pry this up.,joy,1
Hey!,joy,1
Hey!,joy,1
"So great. Oh, we took a nap today and my Mom fell asleep on my tummy and purred.",joy,1
All right!!,joy,1
All right!!,joy,1
I’m coming already!!,joy,1
"Absolutely! And if it doesn’t, can I get the extra ticket?",joy,1
"Hey, Pheebs! It’s Joey!",joy,1
"Hey, Joey!",joy,1
Hey!,joy,1
Ooh!,joy,1
Ooh!,joy,1
"And I was gonna go over and say ‘hi!’ but then I figured, he doesn’t care if he looks like you.",joy,1
"Ohh, they’re having a",joy,1
"Kinda, but I’ve just been having way too much fun.",joy,1
"All right, the seven of us miss you.",joy,1
"Good luck, babe.",joy,1
Ross! Ross! Come on! Get in here!  Ross! Come on!,joy,1
Ross! Ross! Come on! Get in here!  Ross! Come on!,joy,1
JOEY!!!!!!,joy,1
All right! All right! It was the best nap ever!,joy,1
No...,sadness,0
I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!,sadness,0
"I don't know...right, he's the pig!",sadness,0
"Oh! I know!  It's because... he's gorgeous, and he's charming, and when he looks at you...",sadness,0
"Oh, God...",joy,1
"Uh, I just liked it better before it was better...",sadness,0
"Hi Phoebe Abott, I’m your best friends daughter!",joy,1
"Phoebe.  Phoebe. Phoebe, yeah. She named me after you I guess.",sadness,0
"Chandler, Chandler, y’know what we should do? You and I should go out and get some new sunglasses.",joy,1
"What? No, I want to watch this. . Did your cable go out?",joy,1
"Joey, why is your cable out?",sadness,0
"I uh, oh! Because, uh, I haven’t really paid the bill",sadness,0
"Look, I know things have been a little tight since Janine moved out.",sadness,0
"Oh, was she hot.",joy,1
Whoa ho.,joy,1
"Hey everybody, Pheebs is here!",joy,1
Phoebe!,joy,1
Phoebe!,joy,1
"Hey, Pheebs!",joy,1
"Hey, Pheebs!",joy,1
"Phoebe, woo!",joy,1
"Well, it helps the bee look tough in front of his bee friends. The bee is happy and I am definitely not.",sadness,0
Hi guys!,joy,1
Hi guys!,joy,1
Hi guys!,joy,1
Hi guys!,joy,1
"Fine, just stop thinking about me.",joy,1
"Fine, just stop thinking about me.",joy,1
"Ross, it's too hard.",sadness,0
"Ross, you're like my best friend.",joy,1
"Ohh, God.",sadness,0
"Ohh, God.",sadness,0
Thank God.,joy,1
"Looks good, uh?",sadness,0
Why? I love that thing.,joy,1
Why? I love that thing.,joy,1
"Yes, you are so smart!",joy,1
"Yes, you are so smart!",joy,1
"Aww, you guys are so cute!",joy,1
Well uh if you must know I’m a widower.,sadness,0
Oh that’s terrible. I’m-I’m really sorry.,sadness,0
"Hey! You guys, I’m writing a holiday song for everyone. Do you want to hear it?",joy,1
"Pheebs, that’s great!",joy,1
"Oh, yay!",joy,1
"Oh, just had a baby.",joy,1
Mazel tov!,joy,1
"Oh, wow! I should get going. I-I got a date tonight.",joy,1
Hey!,joy,1
Hey!,joy,1
"Hey! Ooh, how was your first day working at the restaurant?",joy,1
"Hey! Ooh, how was your first day working at the restaurant?",joy,1
Damn!,joy,1
Then she’ll have to come back here and live all alone.,sadness,0
"All right, well why don’t I go out with an ex-boyfriend and do Joey a favor?!",sadness,0
"Oh, that’s fine! Go with your instincts, go with your instincts.",joy,1
"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",sadness,0
"Oh, that’s fine! Go with your instincts, go with your instincts.",joy,1
"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",sadness,0
"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",sadness,0
"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",sadness,0
"Hi, Joey. Well well, look what you brought. Very nice.",joy,1
"Okay, stop-stop! Phoebe?!",sadness,0
Pheebs! Hey Pheebs!,joy,1
"All right, well, we felt really bad about that so we decided we should all take a little trip together!",joy,1
"Yeah, all of us! All day!",joy,1
"Well, we thought we would all go to a picnic , in Central Park!",joy,1
"Well, we thought we would all go to a picnic , in Central Park!",joy,1
"Yeah, all of us! All day!",joy,1
I was just trying to bring a little culture to the group.,sadness,0
I was just trying to bring a little culture to the group.,sadness,0
I’m guess I’m just done with the whole dating thing.,sadness,0
It’s one more thing in my life that’s suddenly completely different.,sadness,0
This is hard.,sadness,0
"Wait until uh, wait until the first time your baby grabs your finger.",joy,1
You have no idea.,joy,1
"Oh no, I think I’m gonna go home and eat ten candy bars.",sadness,0
Hi!  Hey mom.,joy,1
Hi!  Hey mom.,joy,1
"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?",joy,1
"This is such a great party! 35 years. Very impressive, do you guys have any pearls of wisdom?",joy,1
Congratulations you two!,joy,1
"And also, congratulations on your wedding.",joy,1
Congratulations you two!,joy,1
Thank you…we’re so excited,joy,1
"And also, congratulations on your wedding.",joy,1
Look at this clown!,joy,1
"So um, who was she?",joy,1
"Yeah, but I didn’t get to see it.",sadness,0
Ha-ha,joy,1
"Yeah, but I didn’t get to see it.",sadness,0
"Oh, this will be so much fun!",joy,1
Are you excited?,joy,1
"Um, that's ok!  Ok. All right. Now we need the semen of a righteous man.",joy,1
"Um, that's ok!  Ok. All right. Now we need the semen of a righteous man.",joy,1
I am so sorry I spilled wine all over your shirt.,sadness,0
"No, it’s still wet.",joy,1
I am so sorry I spilled wine all over your shirt.,sadness,0
"No, it’s still wet.",joy,1
"Oh umm, I-I don’t know if I want to wear a woman’s shirt.",sadness,0
"Oh, it's perfect!",joy,1
Let’s get the show on it!,joy,1
It’s Lafite. The ’74 Latour is actually drinking quite nicely.,sadness,0
There’s not gonna be a wedding. Ross and I are not getting married.,sadness,0
I’m sorry daddy.,sadness,0
What is it sweetie?,joy,1
There’s not gonna be a wedding. Ross and I are not getting married.,sadness,0
I’m sorry daddy.,sadness,0
"Yes. Yes, he says I’m damaged goods.",sadness,0
Absolutely!,joy,1
Now get out of here you!!,joy,1
"Look, is there something wrong with me?",sadness,0
I mean why am I only attracted to guys where there’s no future?,sadness,0
"Either they’re too old, or they’re too young, and then there’s Pete who’s-who’s crazy about me, and who’s absolutely perfect for me, and there’s like zip going on!",sadness,0
"I mean, seriously, does it sound like something’s wrong with me?",sadness,0
Absolutely!,joy,1
Now get out of here you!!,joy,1
"Look, is there something wrong with me?",sadness,0
I mean why am I only attracted to guys where there’s no future?,sadness,0
"Either they’re too old, or they’re too young, and then there’s Pete who’s-who’s crazy about me, and who’s absolutely perfect for me, and there’s like zip going on!",sadness,0
"I mean, seriously, does it sound like something’s wrong with me?",sadness,0
"And then, and then, you turn to me and say, “Nah, let’s just hang out at your place.” Well, that was a nice move dumb ass.",joy,1
Hey! I call her!,joy,1
Hey! I call her!,joy,1
I’m so-so sorry about yesterday.,sadness,0
I-I’m really sorry.,sadness,0
It’s just that I,joy,1
"Yeah, you still have feelings for me.",sadness,0
"And-and to be honest, I-I still have feelings for you.",joy,1
"And I wish that we can work it out Ross, but we can’t.",sadness,0
"It’s too complicated with you and Rachel and the baby, I-I just… It just wasn’t meant to be.",sadness,0
Oh God you’re right.,joy,1
"Ross, we…we have to be strong. Okay, I-I’m gonna go.  Can I? To remember you?",sadness,0
"I know it’s a little sudden, and it’s a little rushed, and it’s totally not like me to do something like this, but that doesn’t mean I can’t.",joy,1
Right?,joy,1
"I mean I’m-I’m crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy.",joy,1
"I know it’s a little sudden, and it’s a little rushed, and it’s totally not like me to do something like this, but that doesn’t mean I can’t.",joy,1
Right?,joy,1
"I mean I’m-I’m crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy.",joy,1
"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",sadness,0
"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",sadness,0
"I know it’s a little sudden, and it’s a little rushed, and it’s totally not like me to do something like this, but that doesn’t mean I can’t.",joy,1
Right?,joy,1
"I mean I’m-I’m crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy.",joy,1
"No, I have just to have two more points to beat him!",joy,1
Oy.,joy,1
"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",sadness,0
"Yeah, that'd be great. I'd love it.",joy,1
"Chandler, I found the perfect ring.",joy,1
Some guy bought it. I’m sorry. I tired to stop it but they  put me in jail!,sadness,0
Yeah but when he proposed to me with the ring I got goose bumps.,sadness,0
"We can, we can go to Aruba!",joy,1
"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",sadness,0
You would've liked it.,sadness,0
"We can, we can go to Aruba!",joy,1
"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",sadness,0
You would've liked it.,sadness,0
"We can, we can go to Aruba!",joy,1
"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",sadness,0
You would've liked it.,sadness,0
I'm kidding! I'm kidding!,joy,1
"No-no, it’ll be fun! We can come back and we can haunt these guys!",joy,1
Hi!,joy,1
I can’t seem to say goodbye.,sadness,0
My whole mouth just filled with saliva!,joy,1
Happy birthday Grandma!,joy,1
"That’s funny, yeah!",joy,1
"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.",sadness,0
"No! No-no, I love it. Thank you.",joy,1
Happy birthday Grandma!,joy,1
"That’s funny, yeah!",joy,1
"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.",sadness,0
"No! No-no, I love it. Thank you.",joy,1
"Okay, open ours next. Open ours next!",joy,1
Happy birthday Grandma!,joy,1
"That’s funny, yeah!",joy,1
"No, I know! I get it! It’s funny!",joy,1
"No, because you’re not a grandmother!",sadness,0
"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.",sadness,0
Happy birthday Grandma!,joy,1
"That’s funny, yeah!",joy,1
"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.",sadness,0
Happy birthday Grandma!,joy,1
"That’s funny, yeah!",joy,1
"No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.",sadness,0
Sorry. Wrong boobies.,sadness,0
"I think it's great. Y'know, it's sweet, it's romantic...",joy,1
"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",joy,1
"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",joy,1
"Oh, look, wish me luck!",joy,1
Hi!,joy,1
I’m so glad you could make it.,joy,1
"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it.",joy,1
Yeah I know. Isn’t it great? One less person we have to make small talk with.,joy,1
"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it.",joy,1
Try. There’s my little girl.,joy,1
"Julie’s cervix is dilated a seven centimeters, that’s about four fingers. The doctor let me feel it myself.",joy,1
Uh yes! Thank you.,joy,1
Uh yes! Thank you.,joy,1
Phoebe! Rachel! It’s Monica! I wonder what you could possibly need me for on such short notice!  Oh.,joy,1
"Oh Monica, we are so sorry.",sadness,0
For what?,joy,1
"Well first, for forgetting to throw you a bridal shower.",sadness,0
Ugh,sadness,0
"Well no, wait a minute, that’s not true!",sadness,0
"No, what did, that was really sweet.",joy,1
And it kinda works out for the best.,joy,1
"Well now, I get to spend my shower with the only people I really love!",joy,1
"I mean, I get all those presents  without having to talk to people I don’t even like!",joy,1
Surprise,sadness,0
"Well first, for forgetting to throw you a bridal shower.",sadness,0
"Yeah, we wanted to throw you a big surprise and a great shower, and now you don’t have either.",sadness,0
We ruined everything.,sadness,0
Ugh,sadness,0
"Well no, wait a minute, that’s not true!",sadness,0
"No, what did, that was really sweet.",joy,1
And it kinda works out for the best.,joy,1
"Well now, I get to spend my shower with the only people I really love!",joy,1
"I mean, I get all those presents  without having to talk to people I don’t even like!",joy,1
Surprise,sadness,0
Surprise,joy,1
You got it going on!,joy,1
I don't think so!,joy,1
"Sorry I ah, I scared you in there.",sadness,0
"Ohh, the-the Foster puppets!",sadness,0
I tried to reach you at work. There’s....been a fire.,sadness,0
"I gotta tell you, I-I wasn’t expecting to like her at all, I mean I actually wasn’t expecting to like anyone right now, but she’s really terrific.",joy,1
"Ohh, that’s too bad!",sadness,0
"No, I-I’m saying I liked her.",joy,1
"Pheebs, I think she’s great. Okay? We’re going out again.",joy,1
"Hey, the fight’s starting!",joy,1
Hi guys!,joy,1
Okay well that’s good to know.,sadness,0
The Mr. Bowmont’s here!!!,joy,1
Okay well that’s good to know.,sadness,0
"Oh that’s great, my friend Joey’s in the movie business.",joy,1
Hey! How you doing?,joy,1
"Good! Good, long time no see.",joy,1
Yeah!,joy,1
"You know, ever since I had that dream about him, and can't    get it out of my head!",joy,1
"All right, all right, you're right",sadness,0
Oh here it is!,joy,1
"Ohh, God!",joy,1
"I’m sorry man, there’s never a good time to  stop catching on fire.",sadness,0
"All right well, I guess I gotta go get a job. I’m gonna go see my agent.",sadness,0
look both ways before you cross the street.,joy,1
"I know, it's beautiful. Amazing.",joy,1
Remember when we went to Central Park and rented boats?.. That was fun.,joy,1
Yeah. He could row like a viking.,joy,1
Yeah. He could row like a viking.,joy,1
He said he's really gonna miss you guys.,sadness,0
He said he's really gonna miss you guys.,sadness,0
"You had a rough day, huh.. c'mere.",sadness,0
...love you.,joy,1
Oh my God! Oh my God!!,sadness,0
Oh that’s right.,joy,1
"Anyway uh, great idea!",joy,1
"I don’t know, I’m sorry, I always slept in the back when we drove up here.",sadness,0
"Oh good, oh Joey and Chandler are back.",joy,1
"Oh good, oh Joey and Chandler are back.",joy,1
"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?",sadness,0
We’re gonna find love!,joy,1
Definitely!,joy,1
That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,joy,1
Exactly!,joy,1
Yeah!,joy,1
"Yeah, I locked him years ago!",joy,1
That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,joy,1
Yeah!,joy,1
"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",joy,1
Oh yeah! We went to the Knicks game.,joy,1
Ohh that’s nice.,joy,1
Then we went to this bar and he hooked us up with all these women!,joy,1
"Phoebe, we are so proud of you! You're amazing!",joy,1
So does it really hurt as bad as they say?,joy,1
You roll another hard eight and we get married here tonight.,joy,1
Yes! I love you! I've never loved anybody as much as I love you.,joy,1
I've never loved anybody as much as I love you.,joy,1
"Okay, so if an eight comes up, we take it as a sign and we do it!",joy,1
Okay!,joy,1
Okay! Come on! Let's go! All right!,joy,1
Here it is! Here it is!,joy,1
"Okay, so if an eight comes up, we take it as a sign and we do it!",joy,1
Okay! Come on! Let's go! All right!,joy,1
Well that’s it. I’m done. Whew!  There come the meat sweats.,joy,1
"Well Joey, we’re all…we’re all very proud of you.",joy,1
"Ah, just cut me a little sliver.",joy,1
"Well Joey, we’re all…we’re all very proud of you.",joy,1
"Ah, just cut me a little sliver.",joy,1
"Ah, just cut me a little sliver.",joy,1
"Look, look, there’s got to be a way we can work past this.",sadness,0
"Without, without these arms, and your face, and this heart.",sadness,0
"Your good heart Rach,  and, and....",sadness,0
"I can’t, you’re a totally different person to me now.",sadness,0
"I used to think of you as somebody that would never, ever hurt me, ever.",sadness,0
"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross.",sadness,0
"It’s just changed, everything.",sadness,0
Forever.,sadness,0
"Yeah, but this can’t be it, I mean.",sadness,0
Then how come it is?,sadness,0
"Uh, belt's to tight, gotta change the belt.",joy,1
Could tonight be the Night?,joy,1
Look he's a great guy and I love being with him but... you know.,joy,1
"Things happen, and they happen.",joy,1
Hi!,joy,1
That's funny. Who are they?,joy,1
"Oh God, Ross, I cannot do this.",sadness,0
"Well, I kind of... I kind of lost him.",sadness,0
Hi Pheebs!,joy,1
Hi!,joy,1
Yeah!,joy,1
How ya doin'? Welcome. Good to see ya!,joy,1
Oh wait! Stop! Stop! Stop!,joy,1
My boots in tan! Hey! Can you get a little closer so I can see the price?,joy,1
I can see it from right here. It’ll cost you one husband.,joy,1
"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots.",sadness,0
Oh God!,joy,1
Oh yeah right there!,joy,1
You want it there? You take it there baby!,joy,1
Uh Phoebe?,sadness,0
"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",joy,1
"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",joy,1
"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",joy,1
"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",joy,1
Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,joy,1
"Please, don’t play the music. Just uh one more.",joy,1
"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",joy,1
